Priority;Hard to Reach Access Methods;Shelter Cluster Hub;Last Update;District HLCIT  Code;VDC / Municipality HLCIT  Code;Implementing agency;Sourcing Agency;Local partner agency;District;VDC / Municipalities;Municipal Ward;Action type;Action description;Targeting;# Items / # Man-hours / NPR;Total Number Households;Average cost per households (NPR);Female headed households;Vulnerable Caste / Ethnicity households ;Activity Status;Start date;Completion Date;Additional Comments
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 025;CARE;;SSICDC;Gorkha;Virkot;3;Shelter;Tarpaulin;Targeted group;36;36;2400;;;Completed;24/05/2015;24/05/2015;Tarpaulin were distributed with out NFI kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 025;CARE;;SSICDC;Gorkha;Virkot;4;Shelter;Tarpaulin;Targeted group;31;31;2400;;;Completed;24/05/2015;24/05/2015;Tarpaulin were distributed with out NFI kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 025;CARE;;SSICDC;Gorkha;Virkot;5;Shelter;Tarpaulin;Targeted group;139;139;2400;;;Completed;05/05/2015;24/05/2015;Tarpaulin were distributed with out NFI kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 025;CARE;;SSICDC;Gorkha;Virkot;6;Shelter;Tarpaulin;Targeted group;28;28;2400;;;Completed;24/05/2015;24/05/2015;Tarpaulin were distributed with out NFI kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 025;CARE;;SSICDC;Gorkha;Virkot;7;Shelter;Tarpaulin;Targeted group;4;4;2400;;;Completed;24/05/2015;24/05/2015;Tarpaulin were distributed with out NFI kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 025;CARE;;SSICDC;Gorkha;Virkot;8;Shelter;Tarpaulin;Targeted group;4;4;2400;;;Completed;24/05/2015;24/05/2015;Tarpaulin were distributed with out NFI kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 025;CARE;;SSICDC;Gorkha;Virkot;9;Shelter;Tarpaulin;Targeted group;24;24;2400;;;Completed;24/05/2015;24/05/2015;Tarpaulin were distributed with out NFI kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 025;CARE;;SSICDC;Gorkha;Virkot;Unknown;Shelter;Tarpaulin;All / Blanket;100;100;2400;;;Completed;05/05/2015;05/05/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;1;Shelter;CGI Bundle (72ft/bundle);Targeted group;4;2;11772;1;;Completed;17/06/2015;26/06/2015;2 bundles of 72 feet CGI Sheets are distributed with tarps ,  and tool kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;2;Shelter;CGI Bundle (72ft/bundle);Targeted group;34;17;11772;1;;Completed;19/06/2015;26/06/2015;2 bundles of 72 feet CGI Sheets are distributed with tarps ,  and tool kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;3;Shelter;CGI Bundle (72ft/bundle);Targeted group;54;27;11772;0;;Completed;20/06/2015;26/06/2015;2 bundles of 72 feet CGI Sheets are distributed with tarps ,  and tool kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;4;Shelter;CGI Bundle (72ft/bundle);Targeted group;262;131;11772;8;;Completed;21/06/2015;26/06/2015;2 bundles of 72 feet CGI Sheets are distributed with tarps ,  and tool kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;5;Shelter;CGI Bundle (72ft/bundle);Targeted group;70;35;11772;0;;Completed;21/06/2015;26/06/2015;2 bundles of 72 feet CGI Sheets are distributed with tarps ,  and tool kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;6;Shelter;CGI Bundle (72ft/bundle);Targeted group;20;10;11772;0;;Completed;18/06/2015;26/06/2015;2 bundles of 72 feet CGI Sheets are distributed with tarps ,  and tool kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;7;Shelter;CGI Bundle (72ft/bundle);Targeted group;64;32;11772;0;;Completed;19/06/2015;26/06/2015;2 bundles of 72 feet CGI Sheets are distributed with tarps ,  and tool kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;8;Shelter;CGI Bundle (72ft/bundle);Targeted group;98;49;11772;5;;Completed;17/06/2015;26/06/2015;2 bundles of 72 feet CGI Sheets are distributed with tarps ,  and tool kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;9;Shelter;CGI Bundle (72ft/bundle);Targeted group;102;51;11772;13;;Completed;17/06/2015;26/06/2015;2 bundles of 72 feet CGI Sheets are distributed with tarps ,  and tool kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;1;Shelter;Construction Materials (Excluding CGI and Fixings);Targeted group;20;2;;1;;Completed;17/06/2015;26/06/2015;10 bamboo is distributed with the CGI sheets, Fixing kits, tarps & IEC materials
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;2;Shelter;Construction Materials (Excluding CGI and Fixings);Targeted group;170;17;;1;;Completed;19/06/2015;26/06/2015;10 bamboo is distributed with the CGI sheets, Fixing kits, tarps & IEC materials
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;3;Shelter;Construction Materials (Excluding CGI and Fixings);Targeted group;270;27;;0;;Completed;20/06/2015;26/06/2015;10 bamboo is distributed with the CGI sheets, Fixing kits, tarps & IEC materials
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;4;Shelter;Construction Materials (Excluding CGI and Fixings);Targeted group;1310;131;;8;;Completed;21/06/2015;26/06/2015;10 bamboo is distributed with the CGI sheets, Fixing kits, tarps & IEC materials
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;5;Shelter;Construction Materials (Excluding CGI and Fixings);Targeted group;350;35;;0;;Completed;21/06/2015;26/06/2015;10 bamboo is distributed with the CGI sheets, Fixing kits, tarps & IEC materials
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;6;Shelter;Construction Materials (Excluding CGI and Fixings);Targeted group;100;10;;0;;Completed;18/06/2015;26/06/2015;10 bamboo is distributed with the CGI sheets, Fixing kits, tarps & IEC materials
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;7;Shelter;Construction Materials (Excluding CGI and Fixings);Targeted group;320;32;;0;;Completed;19/06/2015;26/06/2015;10 bamboo is distributed with the CGI sheets, Fixing kits, tarps & IEC materials
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;8;Shelter;Construction Materials (Excluding CGI and Fixings);Targeted group;490;49;;5;;Completed;17/06/2015;26/06/2015;10 bamboo is distributed with the CGI sheets, Fixing kits, tarps & IEC materials
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;9;Shelter;Construction Materials (Excluding CGI and Fixings);Targeted group;510;51;;13;;Completed;17/06/2015;26/06/2015;10 bamboo is distributed with the CGI sheets, Fixing kits, tarps & IEC materials
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;Unknown;Shelter;Construction Materials (Excluding CGI and Fixings);Targeted group;3595;719;;;;Completed;25/07/2015;30/07/2015;5 bamboo were distributed per HH from 3 -9 ward specific ward has not been identified, 
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;1;Shelter;Tool Kits;Targeted group;37;181;1879;;;Completed;25/07/2015;31/07/2015;1 shelter tool kit shared by 3 to 5 HHs
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;2;Shelter;Tool Kits;Targeted group;42;234;1879;;;Completed;25/07/2015;31/07/2015;1 shelter tool kit shared by 3 to 5 HHs
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;3;Shelter;Tool Kits;Targeted group;25;128;1879;;;Completed;25/07/2015;31/07/2015;1 shelter tool kit shared by 3 to 5 HHs
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;4;Shelter;Tool Kits;Targeted group;61;307;1879;;;Completed;25/07/2015;31/07/2015;1 shelter tool kit shared by 3 to 5 HHs
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;5;Shelter;Tool Kits;Targeted group;26;139;1879;;;Completed;25/07/2015;31/07/2015;1 shelter tool kit shared by 3 to 5 HHs
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;6;Shelter;Tool Kits;Targeted group;13;60;1879;;;Completed;25/07/2015;31/07/2015;1 shelter tool kit shared by 3 to 5 HHs
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;7;Shelter;Tool kits;Targeted group;37;163;1879;;;Completed;17/06/2015;31/07/2015;1 shelter tool kit shared by 3 to 5 HHs
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;8;Shelter;Tool kits;Targeted group;34;183;1879;;;Completed;19/06/2015;31/07/2015;1 shelter tool kit shared by 3 to 5 HHs
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;;SSICDC;Gorkha;Warpak;9;Shelter;Tool kits;Targeted group;22;117;1879;;;Completed;20/06/2015;31/07/2015;1 shelter tool kit shared by 3 to 5 HHs
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;1;NFI;Kitchen Sets;All / Blanket;139;139;4000;22;;Completed;23/05/2015;24/05/2015;Household kits includes the Kitchen kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;2;NFI;Kitchen Sets;All / Blanket;109;109;4000;14;;Completed;22/05/2015;24/05/2015;Household kits includes the Kitchen kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;3;NFI;Kitchen Sets;All / Blanket;128;128;4000;3;;Completed;23/05/2015;24/05/2015;Household kits includes the Kitchen kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;4;NFI;Kitchen Sets;All / Blanket;315;315;4000;35;;Completed;19/05/2015;25/05/2015;Household kits includes the Kitchen kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;5;NFI;Kitchen Sets;All / Blanket;132;132;4000;1;;Completed;09/05/2015;10/05/2015;Household kits includes the Kitchen kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;6;NFI;Kitchen Sets;All / Blanket;62;62;4000;0;;Completed;09/05/2015;10/05/2015;Household kits includes the Kitchen kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;7;NFI;Kitchen Sets;All / Blanket;194;194;4000;7;;Completed;09/05/2015;12/05/2015;Household kits includes the Kitchen kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;8;NFI;Kitchen Sets;All / Blanket;180;180;4000;13;;Completed;19/05/2015;20/05/2015;Household kits includes the Kitchen kits
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;IOM;SSICDC;Gorkha;Warpak;9;NFI;Kitchen Sets;All / Blanket;128;128;4000;37;;Completed;19/05/2015;19/05/2015;Household kits includes the Kitchen kits
Priority;;West;26/09/2015;524 3 07 36;;CARE;;SSICDC;Gorkha;;Unknown;Shelter;Tarpaulin;;180;180;2400;;;Completed;01/05/2015;01/05/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;IOM;SSICDC;Gorkha;Sairpani;1;Shelter;CGI Bundle (72ft/bundle);Targeted group;44;22;11772;2;;Completed;23/05/2015;26/05/2015;2 bundles of CGI Sheets distributed per HH and tarps.
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;IOM;SSICDC;Gorkha;Sairpani;2;Shelter;CGI Bundle (72ft/bundle);Targeted group;24;12;11772;5;;Completed;23/05/2015;26/05/2015;2 bundles of CGI Sheets distributed per HH and tarps.
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;IOM;SSICDC;Gorkha;Sairpani;3;Shelter;CGI Bundle (72ft/bundle);Targeted group;64;32;11772;5;;Completed;23/05/2015;26/05/2015;2 bundles of CGI Sheets distributed per HH and tarps.
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;IOM;SSICDC;Gorkha;Sairpani;4;Shelter;CGI Bundle (72ft/bundle);Targeted group;130;65;11772;14;;Completed;23/05/2015;26/05/2015;2 bundles of CGI Sheets distributed per HH and tarps.
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;IOM;SSICDC;Gorkha;Sairpani;5;Shelter;CGI Bundle (72ft/bundle);Targeted group;82;41;11772;2;;Completed;23/05/2015;26/05/2015;2 bundles of CGI Sheets distributed per HH and tarps.
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;IOM;SSICDC;Gorkha;Sairpani;6;Shelter;CGI Bundle (72ft/bundle);Targeted group;34;17;11772;2;;Completed;23/05/2015;26/05/2015;2 bundles of CGI Sheets distributed per HH and tarps.
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;IOM;SSICDC;Gorkha;Sairpani;7;Shelter;CGI Bundle (72ft/bundle);Targeted group;38;19;11772;0;;Completed;23/05/2015;26/05/2015;2 bundles of CGI Sheets distributed per HH and tarps.
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;IOM;SSICDC;Gorkha;Sairpani;8;Shelter;CGI Bundle (72ft/bundle);Targeted group;104;52;11772;3;;Completed;23/05/2015;26/05/2015;2 bundles of CGI Sheets distributed per HH and tarps.
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;IOM;SSICDC;Gorkha;Sairpani;9;Shelter;CGI Bundle (72ft/bundle);Targeted group;280;154;17658;36;;Completed;23/05/2015;31/07/2015;2 bundles of CGI Sheets distributed per HH and tarps.
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care Canada;SSICDC;Gorkha;Warpak;1;Shelter;Tarpaulin;All / Blanket;22;22;2400;1;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care India;SSICDC;Gorkha;Warpak;2;Shelter;Tarpaulin;All / Blanket;17;17;2400;;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care India;SSICDC;Gorkha;Warpak;3;Shelter;Tarpaulin;All / Blanket;140;140;2400;23;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care Canada;SSICDC;Gorkha;Warpak;4;Shelter;Tarpaulin;All / Blanket;438;438;2400;67;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care Canada;SSICDC;Gorkha;Warpak;5;Shelter;Tarpaulin;All / Blanket;174;174;2400;33;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care Canada;SSICDC;Gorkha;Warpak;6;Shelter;Tarpaulin;All / Blanket;70;70;2400;13;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care Canada;SSICDC;Gorkha;Warpak;7;Shelter;Tarpaulin;All / Blanket;195;195;2400;42;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care Canada;SSICDC;Gorkha;Warpak;8;Shelter;Tarpaulin;All / Blanket;232;232;2400;34;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care Canada;SSICDC;Gorkha;Warpak;9;Shelter;Tarpaulin;All / Blanket;168;168;2400;26;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care Australia;SSICDC;Gorkha;Warpak;1;Shelter;Blankets;Targeted group;66;66;500;11;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care Australia;SSICDC;Gorkha;Warpak;2;Shelter;Blankets;Targeted group;101;101;500;12;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care Australia;SSICDC;Gorkha;Warpak;3;Shelter;Blankets;Targeted group;69;69;500;21;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care Australia;SSICDC;Gorkha;Warpak;4;Shelter;Blankets;Targeted group;99;99;500;42;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care Australia;SSICDC;Gorkha;Warpak;5;Shelter;Blankets;Targeted group;159;159;500;40;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care Australia;SSICDC;Gorkha;Warpak;6;Shelter;Blankets;Targeted group;15;15;500;10;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care Australia;SSICDC;Gorkha;Warpak;7;Shelter;Blankets;Targeted group;71;71;500;49;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care Australia;SSICDC;Gorkha;Warpak;8;Shelter;Blankets;Targeted group;60;60;500;30;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 065;CARE;Care Australia;SSICDC;Gorkha;Warpak;9;Shelter;Blankets;Targeted group;35;35;500;29;;Completed;25/07/2015;30/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;1;Shelter;Fixings;All / Blanket;144;144;673;;;Completed;24/07/2015;31/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;2;Shelter;Fixings;All / Blanket;115;115;673;;;Completed;24/07/2015;31/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;3;Shelter;Fixings;All / Blanket;209;209;673;;;Completed;24/07/2015;31/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;4;Shelter;Fixings;All / Blanket;244;244;673;;;Completed;24/07/2015;31/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;5;Shelter;Fixings;All / Blanket;105;105;673;;;Completed;24/07/2015;31/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;6;Shelter;Fixings;All / Blanket;131;131;673;;;Completed;24/07/2015;31/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;7;Shelter;Fixings;All / Blanket;156;156;673;;;Completed;24/07/2015;31/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;8;Shelter;Fixings;All / Blanket;218;218;673;;;Completed;24/07/2015;31/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;9;Shelter;Fixings;All / Blanket;180;180;673;;;Completed;24/07/2015;31/07/2015;
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;1;Shelter;Tool Kits;All / Blanket;40;105;1879;;;Completed;24/07/2015;31/07/2015;3 toolkit for ever 3 households
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;2;Shelter;Tool Kits;All / Blanket;29;51;1879;;;Completed;24/07/2015;31/07/2015;3 toolkit for ever 3 households
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;3;Shelter;Tool Kits;All / Blanket;27;75;1879;;;Completed;24/07/2015;31/07/2015;3 toolkit for ever 3 households
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;4;Shelter;Tool Kits;All / Blanket;22;67;1879;;;Completed;24/07/2015;31/07/2015;3 toolkit for ever 3 households
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;5;Shelter;Tool Kits;All / Blanket;29;89;1879;;;Completed;24/07/2015;31/07/2015;3 toolkit for ever 3 households
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;6;Shelter;Tool Kits;All / Blanket;29;73;1879;;;Completed;24/07/2015;31/07/2015;3 toolkit for ever 3 households
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;7;Shelter;Tool Kits;All / Blanket;48;146;1879;;;Completed;24/07/2015;31/07/2015;3 toolkit for ever 3 households
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;8;Shelter;Tool Kits;All / Blanket;64;192;1879;;;Completed;24/07/2015;31/07/2015;3 toolkit for ever 3 households
Priority;;West;26/09/2015;524 3 07 36;524 3 07 36 5 061;CARE;;SSICDC;Gorkha;Sairpani;9;Shelter;Tool Kits;All / Blanket;22;67;1879;;;Completed;24/07/2015;31/07/2015;3 toolkit for ever 3 households
Priority;No road access - possible helicopter landing sites;West;26/09/2015;524 3 07 36;524 3 07 36 5 047;CARE;;SSICDC;Gorkha;Laprak;1;Shelter;Tarpaulin;All / Blanket;80;80;673;5;;Completed;19/06/2015;22/06/2015;
Priority;No road access - possible helicopter landing sites;West;26/09/2015;524 3 07 36;524 3 07 36 5 047;CARE;;SSICDC;Gorkha;Laprak;2;Shelter;Tarpaulin;All / Blanket;86;86;673;6;;Completed;19/06/2015;22/06/2015;
Priority;No road access - possible helicopter landing sites;West;26/09/2015;524 3 07 36;524 3 07 36 5 047;CARE;;SSICDC;Gorkha;Laprak;3;Shelter;Tarpaulin;All / Blanket;55;55;673;7;;Completed;19/06/2015;22/06/2015;
Priority;No road access - possible helicopter landing sites;West;26/09/2015;524 3 07 36;524 3 07 36 5 047;CARE;;SSICDC;Gorkha;Laprak;4;Shelter;Tarpaulin;All / Blanket;65;65;673;1;;Completed;19/06/2015;22/06/2015;
Priority;No road access - possible helicopter landing sites;West;26/09/2015;524 3 07 36;524 3 07 36 5 047;CARE;;SSICDC;Gorkha;Laprak;5;Shelter;Tarpaulin;All / Blanket;41;41;673;10;;Completed;19/06/2015;22/06/2015;
